tourist_id,guide_id,rating,is_poor_experience,norm_dot_product,language_match,budget_alignment,pace_alignment,predicted_rating,rating_source
TSG26976,GTH810,2.94,False,0.2974,1.0,0.919,0.929,3.44,synthetic
TSG25538,GSG705,4.44,False,0.5722,0.0,0.938,0.734,4.9,synthetic
TSG28407,GSG604,3.0,False,0.3498,0.0,0.978,0.908,3.49,synthetic
TTH37767,GSG331,4.45,False,0.6817,0.0,0.692,0.984,5.0,synthetic
TSG38780,GTH719,4.31,False,0.5678,1.0,0.835,0.96,5.0,synthetic
TSG59375,GSG736,4.57,False,0.7646,1.0,0.998,0.92,5.0,synthetic
TTH81449,GSG302,4.23,False,0.5498,0.0,0.817,0.862,4.76,synthetic
TSG27428,GTH268,3.54,False,0.4449,0.0,0.94,0.889,4.1,synthetic
TSG25720,GSG838,4.45,False,0.6304,0.0,0.926,0.978,5.0,synthetic
TTH77441,GTH503,4.49,False,0.6364,0.0,0.903,0.91,5.0,synthetic
TTH73654,GSG221,4.43,False,0.7236,1.0,0.942,0.841,5.0,synthetic
TTH26276,GSG847,4.25,False,0.5346,0.0,0.951,0.96,4.69,synthetic
TSG44521,GTH508,4.4,False,0.8139,0.0,0.864,0.769,5.0,synthetic
TSG20413,GTH996,3.35,False,0.3576,1.0,0.947,0.935,3.84,synthetic
TTH19539,GTH864,2.85,False,0.269,1.0,0.897,0.938,3.25,synthetic
TTH98294,GSG584,3.29,False,0.425,0.0,0.875,0.974,3.97,synthetic
TTH92840,GSG604,3.74,False,0.478,0.0,0.939,0.879,4.31,synthetic
TTH66414,GTH122,4.4,False,0.5622,1.0,0.905,0.78,5.0,synthetic
TSG29129,GTH996,4.68,False,0.6555,1.0,0.745,0.957,5.0,synthetic
TSG24068,GTH592,4.44,False,0.6565,0.0,0.961,0.821,5.0,synthetic
TSG11162,GTH563,4.51,False,0.817,0.0,0.686,0.851,5.0,synthetic
TTH20348,GSG929,4.41,False,0.6709,0.0,0.852,0.754,5.0,synthetic
TSG83864,GSG424,3.01,False,0.2891,0.0,0.863,0.971,3.08,synthetic
TSG17683,GSG705,3.85,False,0.4637,0.0,0.975,0.953,4.23,synthetic
TTH46583,GSG967,4.23,False,0.7207,0.0,0.975,0.755,5.0,synthetic
TTH94245,GSG424,3.71,False,0.4198,0.0,0.93,0.783,3.92,synthetic
TTH61629,GTH508,4.27,False,0.5774,0.0,0.829,0.801,4.93,synthetic
TSG75987,GTH864,4.39,False,0.6586,1.0,0.891,0.961,5.0,synthetic
TTH11110,GTH330,4.58,False,0.7566,0.0,0.964,0.828,5.0,synthetic
TSG49526,GSG847,4.21,False,0.6462,1.0,0.94,0.886,5.0,synthetic
TSG72638,GTH330,3.11,False,0.308,0.0,0.829,0.838,3.19,synthetic
TTH92840,GTH661,3.9,False,0.4866,0.0,0.781,0.831,4.34,synthetic
TSG92665,GSG530,2.36,True,0.2024,0.0,0.887,0.976,2.53,synthetic
TTH46583,GSG967,4.36,False,0.7207,0.0,0.975,0.755,5.0,synthetic
TSG60354,GSG838,3.06,False,0.3656,0.0,0.92,0.998,3.59,synthetic
TSG20413,GTH503,3.75,False,0.392,1.0,0.913,0.88,4.05,synthetic
TSG22838,GTH223,4.54,False,0.6191,0.0,0.778,0.844,5.0,synthetic
TSG92430,GSG978,4.19,False,0.5198,1.0,0.882,0.825,4.87,synthetic
TSG38369,GSG887,4.47,False,0.5627,1.0,0.758,0.911,5.0,synthetic
TSG64797,GTH553,2.78,False,0.2045,1.0,0.98,0.903,2.84,synthetic
TSG92430,GTH513,1.91,True,0.1674,0.0,0.882,0.72,2.26,synthetic
TTH95717,GSG565,3.4,False,0.372,1.0,0.929,0.918,3.93,synthetic
TSG77051,GTH563,4.53,False,0.8199,0.0,0.824,0.724,5.0,synthetic
TTH72410,GTH303,2.45,True,0.2283,0.0,0.71,0.989,2.67,synthetic
TSG25538,GTH188,4.4,False,0.6002,0.0,0.922,0.78,5.0,synthetic
TSG82098,GSG584,4.24,False,0.7015,0.0,0.828,0.936,5.0,synthetic
TTH35272,GSG881,4.3,False,0.5677,0.0,0.872,0.989,4.9,synthetic
TSG32072,GSG250,4.3,False,0.5725,0.0,0.931,0.91,4.93,synthetic
TSG84209,GSG331,4.15,False,0.4911,1.0,0.976,0.932,4.71,synthetic
TSG51534,GTH508,2.96,False,0.3455,0.0,0.962,0.918,3.46,synthetic
TTH25814,GTH104,4.35,False,0.6107,0.0,0.77,0.828,5.0,synthetic
TTH82235,GTH428,4.36,False,0.7613,0.0,0.872,0.972,5.0,synthetic
TTH31821,GTH996,4.43,False,0.6201,0.0,0.783,0.859,5.0,synthetic
TTH29198,GTH513,2.65,False,0.276,0.0,0.762,0.799,2.97,synthetic
TTH85832,GSG983,4.33,False,0.7157,0.0,0.852,0.806,5.0,synthetic
TTH65923,GTH503,4.34,False,0.7451,0.0,0.958,0.892,5.0,synthetic
TSG62944,GSG919,2.62,False,0.235,1.0,0.989,0.896,3.04,synthetic
TSG48523,GSG604,3.11,False,0.3007,1.0,0.984,0.958,3.48,synthetic
TSG29527,GTH344,3.28,False,0.3958,0.0,0.8,0.794,3.75,synthetic
TTH81449,GTH761,3.74,False,0.4376,0.0,0.957,0.966,4.06,synthetic
TTH68947,GSG372,3.72,False,0.4686,0.0,0.68,0.853,4.21,synthetic
TSG39626,GSG883,3.16,False,0.3258,0.0,0.881,0.997,3.33,synthetic
TTH56805,GTH761,3.48,False,0.3431,1.0,0.911,0.969,3.74,synthetic
TSG80295,GTH249,4.45,False,0.7958,0.0,0.927,0.879,5.0,synthetic
TSG27995,GTH188,4.51,False,0.5541,1.0,0.919,0.875,5.0,synthetic
TSG83641,GSG530,4.25,False,0.6401,1.0,0.973,0.906,5.0,synthetic
TSG35381,GSG983,4.31,False,0.5744,0.0,0.952,0.742,4.92,synthetic
TTH83860,GSG847,3.06,False,0.3222,1.0,0.856,0.87,3.59,synthetic
TTH63218,GTH342,3.02,False,0.3398,0.0,0.848,0.976,3.41,synthetic
TSG25570,GSG735,4.21,False,0.6069,1.0,0.686,0.759,5.0,synthetic
TSG88943,GTH864,3.58,False,0.4579,0.0,0.706,0.867,4.15,synthetic
TTH95332,GSG101,3.91,False,0.5146,0.0,0.92,0.98,4.56,synthetic
TSG80295,GTH720,4.59,False,0.8143,0.0,0.793,0.998,5.0,synthetic
TSG99417,GTH113,4.63,False,0.7533,0.0,0.854,0.918,5.0,synthetic
TSG46208,GSG345,4.33,False,0.6047,0.0,0.97,0.928,5.0,synthetic
TSG57400,GSG838,4.01,False,0.5145,0.0,0.894,0.976,4.55,synthetic
TTH98294,GTH884,3.51,False,0.4565,0.0,0.735,0.992,4.16,synthetic
TTH10191,GTH400,4.13,False,0.5568,0.0,0.978,0.781,4.81,synthetic
TTH37948,GSG736,3.36,False,0.3533,1.0,0.936,0.99,3.82,synthetic
TSG65381,GTH122,2.74,False,0.3116,0.0,0.91,0.933,3.23,synthetic
TSG17123,GTH720,4.31,False,0.5285,1.0,0.866,0.914,4.93,synthetic
TTH82235,GSG838,4.54,False,0.7432,0.0,0.988,0.847,5.0,synthetic
TSG98917,GTH563,4.24,False,0.6215,0.0,0.773,0.793,5.0,synthetic
TTH73858,GSG345,4.38,False,0.5439,0.0,0.95,0.914,4.75,synthetic
TTH27750,GTH104,4.62,False,0.63,0.0,0.745,0.833,5.0,synthetic
TSG64645,GTH720,3.88,False,0.4861,0.0,0.894,0.995,4.37,synthetic
TTH44973,GSG286,4.03,False,0.523,0.0,0.873,0.791,4.58,synthetic
TTH72616,GTH761,3.82,False,0.4295,1.0,0.911,0.782,4.28,synthetic
TSG95460,GTH303,4.49,False,0.6331,0.0,0.927,0.952,5.0,synthetic
TSG70444,GSG645,3.3,False,0.3873,0.0,0.846,0.897,3.71,synthetic
TTH77441,GTH400,4.37,False,0.699,0.0,0.763,0.918,5.0,synthetic
TSG39626,GSG286,3.24,False,0.3069,1.0,0.881,0.895,3.49,synthetic
TTH76255,GSG883,4.07,False,0.6374,0.0,0.978,0.928,5.0,synthetic
TTH61127,GSG967,4.37,False,0.7838,0.0,0.794,0.791,5.0,synthetic
TTH68543,GTH508,2.09,True,0.1667,0.0,0.874,0.951,2.29,synthetic
TSG32072,GTH761,4.23,False,0.731,0.0,0.931,0.961,5.0,synthetic
TSG58442,GSG226,3.69,False,0.4187,1.0,0.86,0.921,4.22,synthetic
TSG33264,GTH330,4.36,False,0.6349,0.0,0.786,0.99,5.0,synthetic
TTH28526,GSG604,3.55,False,0.4027,1.0,0.943,0.989,4.14,synthetic
TSG95767,GSG735,2.99,False,0.352,0.0,0.975,0.871,3.5,synthetic
TSG44521,GSG978,4.32,False,0.7899,0.0,0.996,0.8,5.0,synthetic
TSG80202,GTH810,4.17,False,0.6847,0.0,0.842,0.692,5.0,synthetic
TTH46583,GTH720,4.4,False,0.7364,1.0,0.695,0.883,5.0,synthetic
TSG34149,GSG584,4.32,False,0.5978,1.0,0.894,0.987,5.0,synthetic
TTH67577,GSG645,3.36,False,0.4219,0.0,0.836,0.859,3.93,synthetic
TSG14190,GTH810,3.02,False,0.2966,1.0,0.858,0.952,3.43,synthetic
TSG25570,GSG736,3.02,False,0.3567,0.0,0.826,0.879,3.51,synthetic
TSG51534,GTH864,3.73,False,0.4505,0.0,0.898,0.997,4.14,synthetic
TTH65028,GSG735,3.1,False,0.3657,0.0,0.962,0.826,3.58,synthetic
TTH33306,GSG883,3.93,False,0.4908,0.0,0.914,0.798,4.38,synthetic
TTH72701,GSG736,4.23,False,0.648,0.0,0.821,0.995,5.0,synthetic
TTH69054,GTH719,4.43,False,0.6887,0.0,0.898,0.956,5.0,synthetic
TSG38873,GTH810,3.8,False,0.4887,0.0,0.857,0.948,4.38,synthetic
TSG38369,GTH268,4.28,False,0.6815,1.0,0.758,0.867,5.0,synthetic
TTH15943,GTH661,3.87,False,0.4624,1.0,0.998,0.993,4.53,synthetic
TSG17683,GTH268,3.53,False,0.4101,0.0,0.975,0.935,3.88,synthetic
TSG57400,GTH553,3.48,False,0.3992,1.0,0.754,0.826,4.07,synthetic
TSG97897,GTH864,3.32,False,0.3411,1.0,0.92,0.924,3.72,synthetic
TTH87564,GTH335,4.06,False,0.5029,0.0,0.76,0.898,4.45,synthetic
TSG49526,GTH864,4.32,False,0.5673,0.0,0.92,0.897,4.89,synthetic
TSG30415,GTH104,2.45,True,0.2684,0.0,0.726,0.921,2.92,synthetic
TSG72068,GTH996,4.03,False,0.5154,0.0,0.861,0.817,4.54,synthetic
TTH24683,GSG919,4.47,False,0.5904,0.0,0.739,0.754,5.0,synthetic
TSG45884,GTH513,4.26,False,0.5695,0.0,0.727,0.766,4.87,synthetic
TSG37259,GSG929,2.97,False,0.274,0.0,0.984,0.993,3.01,synthetic
TTH14392,GSG919,4.18,False,0.5376,0.0,0.946,0.869,4.7,synthetic
TSG58349,GTH761,4.45,False,0.5551,1.0,0.919,0.941,5.0,synthetic
TTH61127,GTH810,4.29,False,0.8166,0.0,0.934,0.765,5.0,synthetic
TSG80295,GSG604,4.3,False,0.7758,0.0,0.793,0.989,5.0,synthetic
TSG65381,GSG736,3.92,False,0.5439,0.0,0.91,0.889,4.74,synthetic
TSG26350,GTH342,3.42,False,0.4002,0.0,0.93,0.869,3.8,synthetic
TSG44544,GTH223,4.28,False,0.87,0.0,0.966,0.873,5.0,synthetic
TTH22203,GSG978,4.06,False,0.5118,0.0,0.717,0.968,4.51,synthetic
TSG68833,GTH188,4.35,False,0.5993,0.0,0.971,0.836,5.0,synthetic
TSG75509,GSG302,3.51,False,0.4401,0.0,0.946,0.837,4.06,synthetic
TTH85832,GTH719,4.22,False,0.6977,0.0,0.852,0.997,5.0,synthetic
TTH33306,GSG101,3.42,False,0.4058,0.0,0.806,0.775,3.81,synthetic
TSG51779,GSG645,4.33,False,0.8404,1.0,0.911,0.937,5.0,synthetic
TTH40735,GTH513,1.92,True,0.1614,0.0,0.783,0.829,2.23,synthetic
TTH22203,GTH330,4.1,False,0.5071,0.0,0.717,0.902,4.47,synthetic
TSG98917,GTH428,4.26,False,0.5191,0.0,0.773,0.888,4.56,synthetic
TSG87000,GTH912,4.33,False,0.5303,0.0,0.992,0.967,4.67,synthetic
TSG89900,GTH720,4.2,False,0.5643,1.0,0.682,0.945,5.0,synthetic
TTH11110,GSG221,4.43,False,0.6793,1.0,0.964,0.786,5.0,synthetic
TTH27793,GTH342,4.36,False,0.6145,0.0,0.833,0.923,5.0,synthetic
TSG26350,GSG226,4.56,False,0.6232,0.0,0.93,0.905,5.0,synthetic
TTH61127,GSG645,4.6,False,0.8507,0.0,0.934,0.877,5.0,synthetic
TTH82235,GSG372,4.61,False,0.7889,0.0,0.848,0.925,5.0,synthetic
TSG58690,GTH428,3.69,False,0.4706,0.0,0.739,0.932,4.24,synthetic
TTH75294,GSG226,4.11,False,0.5197,0.0,0.823,0.944,4.57,synthetic
TTH65994,GSG887,4.37,False,0.7824,0.0,0.815,0.855,5.0,synthetic
TSG91500,GSG645,4.21,False,0.6212,0.0,0.966,0.832,5.0,synthetic
TSG59375,GTH303,4.45,False,0.6034,1.0,0.862,0.863,5.0,synthetic
TTH80305,GSG883,3.49,False,0.4342,0.0,0.971,0.957,4.04,synthetic
TTH60140,GSG705,3.91,False,0.4481,1.0,0.788,0.752,4.38,synthetic
TTH15155,GTH553,4.42,False,0.5705,0.0,0.744,0.993,4.9,synthetic
TSG89873,GSG887,4.28,False,0.6504,0.0,0.785,0.855,5.0,synthetic
TSG60870,GSG978,4.39,False,0.6543,0.0,0.999,0.813,5.0,synthetic
TSG41114,GSG250,4.33,False,0.6661,1.0,0.872,0.828,5.0,synthetic
TSG46208,GTH344,4.56,False,0.6987,0.0,0.89,0.911,5.0,synthetic
TSG68833,GTH455,3.8,False,0.4773,0.0,0.971,0.914,4.32,synthetic
TTH80305,GTH113,3.24,False,0.4006,0.0,0.749,0.846,3.78,synthetic
TSG60342,GTH996,3.58,False,0.4186,0.0,0.743,0.819,3.89,synthetic
TSG12602,GSG735,4.56,False,0.8622,1.0,0.974,0.877,5.0,synthetic
TTH16000,GSG887,4.3,False,0.6082,0.0,0.787,0.977,5.0,synthetic
TSG59418,GSG584,4.43,False,0.6688,0.0,0.837,0.958,5.0,synthetic
TSG88636,GSG881,2.13,True,0.1964,0.0,0.853,0.985,2.48,synthetic
TSG64797,GTH342,1.93,True,0.1512,0.0,0.84,0.888,2.17,synthetic
TSG82098,GSG847,4.42,False,0.6407,0.0,0.828,0.851,5.0,synthetic
TTH19564,GTH400,4.43,False,0.8235,1.0,0.787,0.841,5.0,synthetic
TSG91500,GSG967,3.89,False,0.5182,0.0,0.894,0.746,4.55,synthetic
TTH70443,GSG226,4.3,False,0.5646,0.0,0.872,0.902,4.87,synthetic
TTH15224,GTH553,4.43,False,0.7053,0.0,0.709,0.944,5.0,synthetic
TSG16817,GSG226,4.06,False,0.5635,0.0,0.854,0.964,4.87,synthetic
TSG20413,GSG286,3.15,False,0.318,1.0,0.947,0.837,3.57,synthetic
TSG67373,GSG735,3.25,False,0.4292,0.0,0.783,0.854,3.97,synthetic
TSG18566,GTH249,4.39,False,0.6148,0.0,0.836,0.941,5.0,synthetic
TSG73602,GTH428,3.53,False,0.4413,0.0,0.992,0.925,4.09,synthetic
TTH63011,GSG221,4.22,False,0.7373,0.0,0.8,0.8,5.0,synthetic
TSG25570,GTH249,4.47,False,0.678,0.0,0.686,0.971,5.0,synthetic
TSG29129,GSG101,4.41,False,0.5098,1.0,0.975,0.975,4.84,synthetic
TTH69600,GSG883,3.79,False,0.4146,1.0,0.978,0.802,4.19,synthetic
TSG44398,GTH761,4.2,False,0.5801,0.0,0.844,0.873,4.96,synthetic
TTH49085,GTH335,3.59,False,0.4471,0.0,0.976,0.813,4.11,synthetic
TTH49438,GSG645,4.5,False,0.5904,0.0,0.85,0.905,5.0,synthetic
TTH41133,GSG837,3.28,False,0.4208,0.0,0.924,0.902,3.94,synthetic
TTH77195,GTH188,2.55,False,0.2726,0.0,0.989,0.994,3.0,synthetic
TSG89084,GTH455,3.44,False,0.4411,0.0,0.832,0.999,4.07,synthetic
TTH78788,GSG967,3.07,False,0.3237,0.0,0.728,0.721,3.26,synthetic
TSG48523,GSG705,2.97,False,0.2599,1.0,0.736,0.824,3.16,synthetic
TTH34914,GSG882,4.26,False,0.8037,0.0,0.856,0.834,5.0,synthetic
TTH68947,GSG645,4.22,False,0.6467,0.0,0.82,0.897,5.0,synthetic
TSG44544,GSG530,4.3,False,0.7114,0.0,0.826,0.87,5.0,synthetic
TSG81712,GTH249,4.37,False,0.6891,0.0,0.982,0.817,5.0,synthetic
TTH56567,GSG919,3.69,False,0.4737,0.0,0.712,0.836,4.25,synthetic
TTH82120,GSG645,4.11,False,0.5134,0.0,0.955,0.975,4.56,synthetic
TTH25095,GSG565,4.29,False,0.905,0.0,0.867,0.996,5.0,synthetic
TTH62965,GSG881,3.42,False,0.3935,0.0,0.748,0.991,3.75,synthetic
TSG46497,GTH104,2.68,False,0.2845,0.0,0.917,0.812,3.04,synthetic
TTH78788,GSG302,3.74,False,0.4792,0.0,0.992,0.745,4.31,synthetic
TTH71000,GTH810,2.95,False,0.3374,0.0,0.94,0.766,3.38,synthetic
TSG67670,GTH113,3.24,False,0.3594,1.0,0.803,0.949,3.83,synthetic
TTH76255,GTH428,4.02,False,0.5433,0.0,0.978,0.842,4.74,synthetic
TTH92323,GTH188,3.53,False,0.3997,0.0,0.92,0.887,3.8,synthetic
TSG89084,GTH912,2.95,False,0.3659,0.0,0.972,0.852,3.58,synthetic
TSG67373,GSG847,3.46,False,0.4217,0.0,0.923,0.954,3.95,synthetic
TSG38873,GSG882,4.37,False,0.6755,1.0,0.857,0.947,5.0,synthetic
TSG93571,GSG302,4.45,False,0.5813,1.0,0.76,0.95,5.0,synthetic
TSG92665,GTH223,3.84,False,0.483,0.0,0.747,0.98,4.33,synthetic
TTH63218,GSG881,3.75,False,0.4629,0.0,0.988,0.971,4.23,synthetic
TSG73945,GTH761,3.25,False,0.3772,0.0,0.882,0.772,3.63,synthetic
TSG41114,GTH400,4.37,False,0.6341,1.0,0.732,0.85,5.0,synthetic
TSG27995,GSG847,4.23,False,0.5605,1.0,0.919,0.966,5.0,synthetic
TSG18566,GSG101,4.4,False,0.5915,0.0,0.836,0.869,5.0,synthetic
